mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,mean_Relative_gamma,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp1_Relative_gamma,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,Fp2_Relative_gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F7_Relative_gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F3_Relative_gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F4_Relative_gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,F8_Relative_gamma,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,T3_Relative_gamma,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C3_Relative_gamma,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,C4_Relative_gamma,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T4_Relative_gamma,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,T5_Relative_gamma,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P3_Relative_gamma,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,P4_Relative_gamma,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,T6_Relative_gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O1_Relative_gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,O2_Relative_gamma,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-106.12260650240086,-114.74448696259698,-115.51443416178986,-120.8593469770704,-129.22708552285945,-115.31123940845987,-117.19304477482879,0.8923147878937658,-100.42369261175583,-114.7299703105818,-116.07753642907194,-120.95521599829502,-127.22176348986903,-115.54714667424001,-117.57453368458866,0.9082341220921788,-99.22867527069317,-112.9833371011767,-115.8958216555785,-120.75693000543272,-127.61221726358379,-114.74447134875517,-116.79157347042306,0.8991652508611286,-103.29124419227901,-112.62477656455621,-114.98557930632386,-120.21648877741133,-127.97893375991194,-114.07901827325544,-117.74677867830643,0.8913890350678129,-104.95054211659502,-112.00184648217471,-115.30751073694452,-120.43906391468784,-127.71463453673833,-114.12572090273322,-118.42847550644609,0.8935994008572594,-102.9355208825647,-115.04983734155421,-115.38374776012783,-121.28965797374536,-128.95911398046587,-115.12900154124954,-117.91989415543145,0.8927558354556371,-104.7270867341332,-115.35165722072747,-116.59345082997118,-120.55360994545833,-129.24845100810003,-115.94120600130393,-116.61782564236891,0.8970413579195456,-109.22040654163104,-114.89420357104062,-115.54587289280101,-121.0430076095127,-130.38482997350954,-115.2613264292342,-118.21734970858074,0.8840087182891752,-107.81798633174233,-116.98944072814089,-114.61519089846058,-121.71320498198963,-128.8581248233856,-115.78574897800273,-118.53540407092503,0.8985521800561663,-106.22384926042099,-119.34660198962611,-118.03925468265201,-122.81909347933133,-132.25741363776913,-118.89897388513629,-119.25590873970776,0.8989966657807223,-107.16502428107262,-115.65532769392236,-115.10430225565814,-120.7289171189122,-129.96865094217898,-115.55694411686106,-116.24994827927623,0.8891139769410281,-110.12491373812168,-115.20524148317428,-114.9224023271031,-119.33979923834977,-130.03570296975414,-115.22668361880253,-116.21738508789151,0.8861157435016432,-110.97239061256965,-115.6718730190015,-115.28722816232928,-122.0588320817857,-130.59048161377106,-115.48408590799596,-118.58187412219972,0.8843223830780168,-108.85243449387272,-114.99275400181422,-116.31024305335123,-121.98490008755896,-129.56648424402158,-115.97058178144238,-117.07933286331038,0.8950662083492742,-109.324950371635,-114.00791345963137,-114.49452762485117,-120.1288413539468,-129.93569587390036,-114.54572792881193,-114.61067310513414,0.881557043723966,-106.19112684267097,-112.97130892191369,-114.61016517090887,-119.21846530684346,-128.57619435643923,-114.05883913446377,-115.71141378878137,0.887091422369133,-106.5118597566556,-113.43570151251576,-115.05811280250455,-120.50352375986535,-128.72467589235288,-114.62435401306983,-115.55034549388937,0.8904613914811907,0.00033047209365446234,-0.0019144604458186728,-0.0015839883521642105,0.0035187959974822876,-0.0012991189566502173,0.00221967704083207,14,0
-106.41042366367358,-114.19873914693552,-115.44704621888594,-121.35049134905637,-129.8786290999431,-114.80864886932915,-117.32877081493582,0.8839687457817449,-101.92483812739688,-109.82796944292414,-113.52259379322767,-120.55738074038779,-127.77313084161554,-112.0715553528682,-117.61090513498743,0.8771136358221462,-103.34566434616374,-110.49150213803632,-113.24421632552674,-120.84902283132934,-127.67309016824335,-112.21214650662955,-117.91057057859874,0.8789020956472513,-106.80644292567136,-112.17741510342921,-113.25002407143896,-121.18509790042332,-128.24512439688115,-112.82068772147005,-116.34261861784687,0.8797269155615072,-104.88437848717982,-112.07296493895267,-113.20722590185105,-120.94216922089169,-127.4713930518242,-112.68344337494007,-117.74272911723268,0.8839900520199697,-104.62286528014005,-113.09580189903375,-114.72065961151277,-121.74410117328107,-129.77678105737957,-113.91523002790122,-117.65128294973938,0.8777782057757673,-105.87422850953627,-114.7738424564263,-114.693105662529,-122.3850060398971,-129.50212901258737,-114.40561963772815,-118.39775511161803,0.8834265545287532,-110.01562322525112,-114.81003767490715,-114.97871417623271,-121.6163063847042,-131.19262868920657,-114.56532047233613,-116.28630700084418,0.8732603471475497,-109.83293621182702,-115.2125025999547,-116.89887431108176,-122.53587831717539,-129.6920567823915,-116.15644479896264,-120.77917953936662,0.8956326831477422,-105.23555135735012,-116.66145616820516,-118.70247653694804,-124.88170485799797,-132.69015577335702,-117.90816786222985,-120.36486548595929,0.8885977047432537,-106.1706568204086,-115.69147647835744,-115.07977577137109,-122.84474669177702,-131.2831854430133,-115.17021443795498,-117.73422255417805,0.8772655389897395,-107.83848489119507,-114.84120268945254,-115.77968920200016,-118.89027932928215,-130.80594245246647,-115.1451928609519,-113.94018945508543,0.8802749378362108,-110.27054845244393,-116.98876390791735,-118.5599820361821,-121.82478619632869,-132.20358032309574,-117.80095670788046,-118.12829484183874,0.8910572347585721,-107.17032797154737,-116.26970940266334,-117.7716065585564,-122.21339849546594,-130.4512910960671,-117.21101661274098,-118.37385058307008,0.8985040748000285,-106.176822764453,-115.04696991294456,-115.92432795577875,-121.19222443122335,-130.60541839026627,-115.2920393346057,-116.82646336717795,0.8827508135236614,-105.65265551195674,-114.05836038647944,-115.2691093737215,-118.4576602620562,-129.01991374339008,-114.39356699573965,-113.73220709363824,0.886634967244351,-106.74475373625626,-115.1598511512845,-115.55035821421627,-119.48809871268065,-129.67224437730476,-115.1867792043268,-115.43889160779156,0.8882917061971265,0.006639967313578182,0.0004392865273582926,0.007079253840936475,0.003304397694549748,0.005025096192678555,0.008329493887228303,14,0
-104.62660414904025,-112.40256862100618,-116.84974508835305,-120.9683307123777,-130.1896633933869,-115.0631653414345,-116.09981084282929,0.8838118353048852,-101.85981935635897,-111.58141163682255,-118.38138456869102,-121.05230018438364,-128.1594266584109,-115.54291389784268,-117.60753632316111,0.901556107970149,-99.65643794495497,-110.85275134890067,-118.00949646250344,-121.23635949437694,-128.78238915914818,-115.11099150480179,-117.50265404571773,0.8938410931524854,-104.3177549541543,-111.66208662644313,-116.07487084849451,-120.36927105178047,-128.5560180995999,-114.51768834257983,-115.77306042725647,0.8907999021395968,-104.63650245797194,-110.25672761699492,-116.33716001870343,-120.16251956486116,-128.9655584267703,-114.19018071751167,-116.6871143550573,0.885431599804622,-102.08093212000492,-111.58883895408746,-117.30614223557106,-121.66704438852697,-130.37514638900254,-114.96844066402163,-118.07900612171902,0.8818278931859324,-103.23787491424775,-112.20604345247749,-117.51627838290338,-121.48371382309651,-129.92445835301544,-115.51795250642004,-118.75261363653598,0.88911629088765,-106.87911766631026,-112.90906074516049,-117.11144850838292,-121.66763453753241,-131.46463033704975,-115.60526406038406,-116.4895213537875,0.879364006607668,-107.7498616590762,-116.5764819142845,-118.70753141325842,-122.51172569537272,-130.16537164504982,-118.01472327699558,-118.34651393643786,0.9066522208288388,-102.21435844963705,-111.70050488156342,-120.01457054454994,-124.60551697545712,-131.97651450187908,-116.9903088239568,-120.82299853916406,0.8864479355703176,-101.83355732625172,-112.09381305268927,-117.52268565109514,-122.52453056245922,-131.8835058503269,-115.48874829939761,-119.92829704853088,0.8756875816636576,-106.29304511721384,-112.83863167841503,-116.19079710467777,-118.98413403659934,-131.32721751615568,-114.61382093370955,-111.83786152388288,0.8727347087789317,-102.24025578780642,-111.76184039401039,-116.51863356619755,-120.87280019195656,-131.16882928667638,-114.60371571636016,-115.47049761107661,0.8737115085923935,-106.89620393953916,-115.55838280770881,-114.86062394559443,-120.86666222077731,-130.177361407041,-114.97052309092543,-114.77401333129747,0.8831836952927127,-108.09769878781452,-111.57665483988205,-115.54968688327486,-120.58798412139704,-130.80647410507234,-113.8123243821122,-113.51598222802743,0.8700817383907976,-107.78784635632252,-112.97501931835977,-115.2333407520534,-117.8265421993954,-129.6478813818108,-113.99569904448374,-110.71358666497417,0.8792715918648014,-108.2443995469794,-112.30284866829884,-114.26127052769746,-119.07455235007065,-129.65383117718127,-113.06735020144897,-111.29571633864231,0.8720710307968788,0.004147271535364128,0.00175267398405345,0.005899945519417579,0.0062214263594165455,0.0035091053170192028,0.009730531676435748,14,0
-106.90635357542392,-115.02008545268149,-116.39147412880858,-120.85518509655525,-129.68037662098143,-115.87493351028509,-117.34123720636535,0.8935425430553329,-102.20108272019183,-115.5883152116354,-117.01061679511399,-120.84773034334081,-127.49438846333604,-116.60582123310168,-118.33171164985855,0.91459571388614,-105.64732242176537,-114.74360948962602,-117.90932175366277,-120.97665103294375,-127.40558207122191,-116.4237702136701,-118.35129957627045,0.913804311561382,-104.7251585097229,-113.10281615499105,-116.86651039720833,-121.21540252139368,-128.27087682297693,-115.52926947143932,-117.39849684657239,0.9006664048214004,-103.32846053151317,-111.5696032507174,-116.42957698073374,-119.96443161896775,-127.5097064439385,-114.40614666823619,-117.68677889455752,0.8972348055599714,-103.43019989379741,-114.77384637147519,-118.64931476823784,-121.0306487546443,-129.79558355577598,-116.58490895340067,-119.15175140776458,0.898219382813604,-109.32433532078774,-115.84978765715523,-116.22986051756092,-121.50579241281099,-129.80804142770697,-115.82305159004045,-119.74121646361185,0.8922640717489365,-112.26702039712093,-116.08278807177845,-115.98896306055303,-120.86183388745525,-130.45991563969113,-115.95000875994226,-116.50580113553218,0.8887788114180386,-110.44589001823084,-115.66019500719375,-115.35784870818387,-120.6156063265014,-128.71892068603694,-115.78832097120166,-117.84600758535456,0.899543908184448,-104.75668832456172,-114.34496139532735,-118.82117427539103,-123.98850508287666,-132.84492191445688,-117.12728581331355,-121.00951236371557,0.8816843288050978,-108.45566721000094,-115.30150437921235,-116.3748932150418,-121.92558143973442,-131.2567472610395,-115.85129889034576,-119.6153571148725,0.8826311889319043,-106.43147918091314,-114.05770230443697,-114.0443184723568,-118.8515705712522,-129.25583489703402,-114.54394545847384,-114.05420999052468,0.8861800749631167,-110.17315891346976,-117.60318951475442,-116.56358901286126,-121.19185624036969,-130.20318039489686,-117.25010367474708,-116.74965773082563,0.9005164337701734,-105.94456739306855,-116.16264083467735,-116.37644406852672,-121.85199255684256,-130.5892352533221,-116.80919716395523,-117.68475680264623,0.8944779938205794,-107.68784382499706,-115.6675409814834,-115.22288313884206,-120.62770495529406,-132.1070355987804,-115.1589799988447,-116.04951691452607,0.8717096669142717,-108.23494642475735,-114.33839281050246,-114.5486456791617,-118.38276725683345,-128.8949535663898,-114.66689454366002,-112.6036948344648,0.8896150808929743,-107.44783612188398,-115.47447380793706,-115.86962521750159,-119.84488654362256,-130.2711019390987,-115.4799327601889,-114.68002599074823,0.886458554823428,0.009442522767524542,0.0016608871993888305,0.011103409966913372,0.004424227805910427,0.0043813949369888895,0.008805622742899318,14,0
-105.67242159833741,-114.39596443042531,-113.91031602938155,-119.87262022697325,-129.2854646072991,-114.39456823677334,-116.7671444774632,0.8848215735948628,-99.72186349357438,-114.83747808200447,-113.72396603296298,-120.02136203086967,-127.5007507505907,-114.48289625049672,-116.33423775461486,0.8978997815820025,-100.05281569339243,-113.33812610322195,-113.43464804498001,-120.66338702017501,-127.73326338664427,-113.76905533601214,-118.18062676276404,0.8906768082142946,-103.38996972785029,-115.13471814908758,-113.94107558534662,-119.05826676538182,-128.01099982746425,-114.66627100417706,-115.02183714850592,0.8957532646313717,-103.37807293930484,-111.9156810656272,-113.08741805802148,-119.54773100845601,-127.97025198990315,-113.02516077346428,-116.36919922134106,0.8832143331434712,-104.68066920091687,-111.47520149461563,-112.7094326218268,-120.91504583227756,-129.0451710301118,-112.96022649274731,-118.54636755686629,0.8753541538287305,-106.70655234668352,-113.56625787531915,-113.95021565849228,-121.03131719973686,-129.42345665365244,-113.94508455015037,-118.26419911110753,0.8804052023975574,-107.97853872104264,-115.95236742575328,-114.18569118166582,-119.38299166185953,-130.2373636359779,-114.98656096255824,-116.00729917877068,0.8828999432448074,-108.4267031154829,-114.96042613116633,-112.87200670762087,-119.17313182755699,-129.22720808167307,-114.23798959454929,-117.0722046968124,0.8840088034893517,-103.73012229548064,-117.80880178853958,-113.86282343761691,-122.00857387744963,-131.07593916872992,-115.90781384740392,-119.48238596470088,0.8842798654160277,-110.02175624760662,-114.82056813497604,-114.7949061781028,-120.89576155514654,-130.39005782048054,-115.14346346528035,-118.9477118727114,0.883069348920824,-106.0754412141174,-114.13756608936512,-113.12324979178683,-118.57967015658899,-129.5769207451985,-113.66242219528584,-114.66470274149964,0.8771810716106837,-108.45010905200823,-114.99493683503094,-114.870957759022,-120.24385505139628,-129.65445745904128,-115.37951845453578,-116.02216712202075,0.8899001292800516,-106.96655905439411,-115.76472042014746,-115.8056260640301,-120.27349026570334,-129.36202042310816,-115.80210767635322,-117.23651678132236,0.8951785639834309,-108.7780591292595,-114.61158962348996,-115.53572635167778,-119.31372618973307,-130.66602751035873,-115.24076311683555,-116.11033104174854,0.8819489297453363,-103.96168820698509,-113.27287818759036,-112.25854209838329,-117.84291802131789,-130.48561683186378,-112.72572746116813,-114.00960771384209,0.8638938926611351,-108.43982513529895,-113.74411348086993,-114.40877089856839,-119.01069516792286,-128.20792840198735,-114.37803060735519,-116.00491697078311,0.8921291532667976,-0.001674006679263271,0.002660552917851839,0.0009865462385885678,0.005686180795987241,0.006295895384144735,0.011982076180131977,14,0
-104.5192518677083,-114.86485830948216,-115.43488398728067,-120.06437469251232,-128.62137221214354,-115.57552574586046,-116.5752681466905,0.898571705138041,-101.5938708106275,-115.15918950350964,-115.10112153786876,-119.34875314846695,-126.62957612683054,-115.28362730048563,-115.85090240167838,0.9104004832569214,-101.01602412468289,-116.28473061651123,-115.19526007419759,-119.26467843931788,-125.79639852922527,-115.90411807812974,-116.42149680833221,0.9213627689921716,-102.86124796967557,-114.67063956154415,-115.99940412509919,-119.64729083279924,-127.2193493881854,-115.67767117143997,-115.84550972205415,0.9092773365667182,-103.50066583476156,-111.87121058207128,-114.06808159199078,-118.54132753331828,-127.13137762827154,-113.88085013301063,-115.82050732320691,0.895772957530555,-104.40347632794243,-113.61069137392148,-114.8449287892237,-119.57006785735655,-128.90102886386677,-114.67071191589743,-116.60470669878106,0.8896027667630327,-103.27902474298341,-115.01896460546095,-115.76266679930177,-119.701770229877,-126.9042211168248,-115.87175585817626,-116.86927900242338,0.9130646312505843,-107.41984829846629,-114.41501640140609,-117.36864232962806,-120.62789774866333,-130.08687677985696,-116.57076560244683,-116.02197039799402,0.8960993490505338,-106.92457413292215,-116.96133453393202,-113.6763598142969,-120.42460364371593,-129.59692365362554,-115.74399338894123,-117.36077994148546,0.8931075686510189,-100.88763997961125,-117.84102826964208,-116.69666590629946,-122.56977142028667,-130.84288152170453,-117.61558338437756,-119.91841273700382,0.8989070098159464,-104.60449784101274,-115.41433153920214,-115.81477118493599,-120.59335067157699,-128.87365358753803,-116.07409817064811,-117.97434549069254,0.9006813645723503,-106.62262696676333,-114.60865381132994,-116.14368162858702,-120.23715357210456,-129.53232422902022,-115.88241068908422,-116.21028068773828,0.8946215655344669,-105.6215030485186,-116.0343664349745,-114.48159901138038,-120.87533391207998,-128.49026486221334,-115.62067132630253,-116.191186042259,0.899839933011956,-109.6685727130366,-115.75120822232184,-116.54565253874038,-121.09432973769572,-129.34778038504575,-116.32856182163437,-118.9949303858077,0.8993471822658615,-106.77834747285206,-114.238381951584,-114.27231712385783,-119.65839406810258,-129.93473546717914,-114.5501731391517,-114.90515186091812,0.8815977708138444,-103.94448285893307,-111.98608957927077,-115.43372391979176,-119.87237732669452,-129.75160332890266,-114.2271718912643,-115.9156988380932,0.8803526812822032,-103.18162676054351,-113.97189596503229,-115.553267421291,-119.00289493814083,-128.9029599260067,-115.30624806277683,-114.29913200857999,0.894519785495735,0.003393634970503522,-0.006663729299061043,-0.0032700943285575205,0.004320416174750433,-0.0001432173878238064,0.004177198786926627,14,0
-106.29843954464488,-114.91995088508024,-113.42060762329709,-121.70636333554017,-129.602199909761,-114.50780131895645,-117.97774609515918,0.8835328520556408,-106.00037643624529,-115.50439586246978,-112.95022103562312,-120.92894004449997,-126.82525127213336,-114.83492878967542,-118.07393829650908,0.9054579244891076,-105.36059400264298,-114.17959114078822,-112.62063056271764,-121.07627324560126,-127.65438019144878,-114.22040203398764,-117.79060469172005,0.8947628891596698,-103.75661387501054,-114.88921546618106,-112.9990044329784,-121.70838080394097,-127.38182083622357,-114.76221825370266,-118.42125132568843,0.9009308981479697,-102.58460090854477,-111.81770301694115,-112.46099705276839,-120.74241949830355,-127.57273392340224,-112.85613974040695,-118.0644769658592,0.884641539532801,-107.52553356139799,-114.63085899532136,-112.8980095695356,-122.11419407684565,-129.8373447555802,-114.39139492888278,-118.5017786738936,0.8810361544609947,-104.23127150979644,-115.16732738192165,-112.08207935734987,-122.08245122955208,-129.6364294400424,-114.20330765379865,-119.17569521667752,0.8809507338877945,-108.42160614825167,-115.09768378399387,-112.96247299728569,-122.4552338866742,-130.69830344233947,-114.76274512251737,-118.58344158362853,0.8780737171018258,-109.65239678338678,-118.86958440607394,-116.19532639839932,-122.87563644271052,-130.0484289754097,-117.23981654632462,-119.88786823367542,0.9015089030294475,-102.14253742864588,-115.96479622765413,-114.38287553149016,-124.00320280524578,-133.32241531543525,-115.8754287384611,-120.76119203646195,0.8691368849289498,-106.67072948216737,-115.55263537562507,-112.3873451818591,-122.50768086059276,-130.06093359555882,-114.06859769404166,-118.79039445230025,0.8770396654905817,-106.56274535189169,-114.80590102956963,-114.23835236286878,-121.1352366942892,-130.06295142634906,-114.6736556458883,-117.22070760138902,0.8816780980925588,-109.0909311053056,-112.97042845038986,-114.10832645467902,-122.63920462959068,-129.75656886164916,-114.08625126468951,-119.65511361384486,0.879232953410876,-106.87717342698467,-114.63668369312823,-114.44531963105392,-121.94897528272841,-129.81246886686327,-114.59535610874221,-118.02296681447945,0.882776185593328,-108.15888800619459,-115.92085258418706,-113.10296764630795,-121.04486764323241,-131.03649857702857,-114.2127772132432,-115.4797083029468,0.8716104173533322,-106.3553974130281,-113.37039237785427,-112.99790454320069,-120.3342079378693,-129.91538625827027,-113.11571593341799,-115.01569043744928,0.8706876005321283,-107.38363727482368,-115.3411643691846,-113.89788921463594,-119.7049082869659,-130.01328281844133,-114.22608543552354,-114.19910927602348,0.8785724270575953,0.0019391837198662904,-0.0025521556665707087,-0.0006129719467044183,0.005648495869014585,0.00021410168952583667,0.005862597558540422,14,0
-102.24432836309018,-113.14851356875734,-115.50966217800978,-120.52047083163512,-127.90768069607984,-114.69351946118111,-116.4204042841327,0.8966898534709831,-100.54958465959454,-107.95736222725718,-113.88053886538425,-120.33260004561019,-127.0792722036418,-111.89199656518952,-117.5514139669938,0.8804897496256116,-100.4861455310114,-110.031353373039,-115.11147106851936,-119.90547503411142,-126.66246489043655,-113.00395921418452,-116.95175877837045,0.8921661149728399,-97.77074890110899,-110.31089912191915,-114.6588146691482,-119.68297601812208,-124.17792477213791,-113.35239117079766,-118.3004342761023,0.9128223988184315,-102.98530748675236,-109.8325147348799,-115.25043738697326,-119.61600331378573,-126.9158997314077,-113.20655543810383,-117.26461657426385,0.8919808761367412,-100.07842413231184,-112.54652958376123,-116.69430581437646,-120.80158330617758,-128.5746050896742,-115.11387084918086,-117.00284640782965,0.8953079868990834,-98.61862397392794,-110.95448310259269,-115.58159265376129,-120.78050367630401,-127.96471310450033,-113.97735615191375,-117.0483521366437,0.890693640354087,-102.05010396136407,-114.43655367053579,-115.87956615567974,-119.85171780843089,-123.17859470859739,-115.41958943936558,-117.40095301524437,0.9370101169964861,-108.96916366009125,-116.62966951382737,-115.57473405062473,-121.22601690099991,-128.6227080127208,-116.36330463629828,-118.63416516996122,0.9046870994567299,-102.76306405655069,-112.8864745661382,-119.68508445204384,-123.36557497821047,-131.62091700612703,-117.17477447471005,-120.37884578265965,0.8902443254460497,-105.55834109558674,-114.51052091749499,-117.17092028253342,-121.59000760594579,-128.83458158230204,-116.04457240522902,-117.2257844652004,0.9007253408208377,-102.0522474311004,-114.96666811882284,-114.59904863641441,-119.54507963878889,-128.76534008368984,-114.91063939051645,-114.24975723815531,0.8924034939513331,-103.33386069241946,-113.48289968346411,-116.30216111790934,-121.37542568162986,-128.10372482191414,-115.25617907747376,-116.00667443643064,0.8997098190368731,-104.59090224068746,-115.64855295801165,-115.79910273479433,-121.87539369501519,-129.80856620856682,-115.91174182950766,-116.44288737612597,0.8929437032935811,-105.46067346748262,-114.4612054414027,-113.95553830748557,-120.360231257518,-129.91940221495673,-114.14409368029253,-113.1366993785391,0.8785761921182231,-99.88128097748512,-115.80107166981202,-114.95410809178026,-118.81128598650258,-129.06149328200917,-115.20460197415306,-112.32598179196444,0.8926334187256167,-100.76078154196813,-115.91945841715876,-113.05717056072803,-119.20765835900917,-127.23268342459505,-114.12068508198132,-112.80529775163859,0.8969447315761079,0.0062250534652117115,0.005541091746212865,0.011766145211424576,0.004931336384579635,0.007199624648687126,0.01213096103326676,14,0
-105.94315580624033,-113.9825835026344,-115.53010470910425,-120.62921767280459,-129.69274567709888,-115.19233961835413,-117.04138675960316,0.8881941624179429,-102.27668918767137,-112.9344248141294,-115.32143648636713,-119.99668273171781,-127.20608577779642,-114.48423341517888,-117.88635358317194,0.8999902222851187,-101.10147818748757,-113.68771473625003,-115.2170974987452,-120.83909104180906,-127.33545264009189,-115.0949673027462,-117.40334284941207,0.9038721339300305,-105.83537207009942,-114.55612712621233,-114.46455803881568,-120.38735581263884,-129.00996107743103,-114.99717387147514,-117.6571097803399,0.8913821298066628,-103.66668926243244,-112.46010391041064,-116.20376483587954,-119.66740555898637,-128.19315392415572,-114.87747639753383,-116.30760386727977,0.8961280137120271,-105.53449018511606,-113.92022161215372,-116.7438639272506,-121.15045637768229,-130.83221935991457,-116.02898849418801,-118.23678831234312,0.8868533229952829,-105.89423482237012,-113.03033767061333,-115.9722878889664,-121.02201067730857,-129.35661637748595,-115.29062861595645,-118.20142891359973,0.8912619380791285,-109.558807900216,-114.77877375917127,-115.02377945825009,-121.0994508660922,-130.5296508773777,-115.33542647495005,-118.39773075464672,0.8835956098840606,-108.09684567737928,-116.14850839131867,-115.59192394567056,-121.73337606638718,-131.2332547407945,-116.01795452150603,-117.99552662394362,0.884059111013127,-101.06656198934512,-115.08999629070064,-118.45581632608375,-122.7896272295405,-131.9089661612606,-117.52158941266352,-119.88067991948884,0.8909295010999608,-107.44849022287761,-113.25865489297301,-115.8964465818932,-121.05989579059809,-129.38477766810612,-115.10629204039827,-117.73114064999838,0.8896432340415301,-106.94588351539045,-112.85545507318925,-114.10408194853922,-119.28394068692126,-130.1979000204354,-113.92998872306332,-115.28447480123373,0.8750524294568596,-107.22528264401596,-115.67281807400019,-115.43417252065204,-120.47927241727803,-130.00421856698716,-115.97683406351244,-115.25519849896719,0.8921005436739206,-108.66896644254172,-115.13465823628012,-116.91701400738182,-122.1604707070663,-130.35402770528756,-116.03133062333707,-118.0461579520925,0.8901246295639431,-106.81296460757042,-113.58721112964604,-114.78238536348516,-120.16529774016998,-130.47433254751664,-114.33667995432353,-116.40564524886094,0.8763154999293364,-108.3425104208203,-112.25727595763256,-113.8198262379663,-118.71553634379868,-129.86147411859923,-113.50279209383966,-113.2939530776072,0.8740297525822046,-106.61522576451159,-114.34905436746938,-114.53322027972129,-119.51761271687808,-129.20183927034165,-114.54507788899365,-114.67905332066495,0.8865591893728368,0.0023185429885626972,0.0037790848320554075,0.006097627820618104,0.006158392100856432,-0.00016334317068580578,0.0059950489301706265,14,0
-105.35176748248746,-112.90250546398492,-113.76441407404135,-121.30296327064447,-129.45431499830582,-114.26014932470859,-117.15211719114812,0.8826291292507625,-100.74829108572568,-110.49051049623404,-112.3730996971412,-120.63373976256571,-128.26384860152453,-112.72435452764395,-117.10217655176984,0.8788474364108869,-99.16734865852482,-110.17692735074947,-112.73901607837111,-120.5249934578075,-129.0938713525071,-112.77531331324153,-116.92093131985766,0.8735915356143771,-102.32961530860824,-111.49356567182559,-112.55313423207448,-120.90979314577665,-128.10317048383126,-113.23800425481545,-116.98848234418901,0.8839594197952185,-102.9663323491584,-113.42130839638723,-113.38787510664172,-121.1205970779394,-128.33655757021057,-113.91867560357946,-118.59252417215444,0.8876556903223514,-102.55919250260008,-111.90084545240092,-113.3228167613037,-121.51973074327097,-130.82066884969285,-113.70345632563921,-118.3600961505868,0.8691551367642023,-100.4995595825925,-112.3734184757103,-113.14843991401077,-121.005967290307,-130.15862488869465,-113.93460246849776,-116.8024739490124,0.8753519220560997,-108.00370876229029,-112.92963710004187,-113.66330155527474,-121.71709337077051,-130.4029804498641,-113.97141796799967,-117.45716327297585,0.873993965282244,-105.90011383598176,-115.2310194451486,-115.67236785414582,-123.11062854260706,-130.52258401994362,-116.08076794625549,-120.00732308543016,0.8893538908831177,-102.08334798193843,-113.70219540136837,-114.84645698351149,-123.75825775291108,-130.85041039351796,-115.56691072937517,-120.34972705720008,0.8831986875839413,-105.85855702395298,-113.67878071887907,-113.60663664594104,-121.90509381564294,-129.7140596949139,-114.76089900310507,-117.22706017567805,0.8847221286036493,-110.39510012405856,-111.94208864660975,-114.80238203482298,-120.04067973468375,-129.25654560498612,-114.33742379539596,-115.53033411003724,0.8845774367575653,-109.02944712011139,-113.53982213650305,-115.21414544464938,-121.51498951982003,-129.22440024817286,-114.8006206836507,-117.07053487690294,0.8883819190739398,-111.29339307864515,-114.72042041198432,-114.16185590720346,-121.88368812915054,-129.53737422242065,-115.27586786298644,-116.75374704497449,0.8899043118247352,-109.0014140605646,-114.33057319502821,-113.28305389801672,-121.2670826081494,-130.37535346082157,-114.44644640963374,-116.61350533298256,0.8778227124348733,-109.59729590257643,-113.45980611837327,-113.756994215173,-119.6638692938535,-128.00949218633278,-114.42384106905853,-113.7014281638428,0.8938699710057536,-106.19556234247003,-113.04916840651464,-113.69904885638003,-120.27120808505573,-128.599097945458,-114.20378723445901,-114.95636745077559,0.8880605623135522,-0.00028696637464240856,-0.0002493286608083466,-0.0005362950354507552,0.0016449601305586654,0.0007716885191929427,0.002416648649751608,14,0
