mean_Delta,mean_Theta,mean_Alpha,mean_Beta,mean_Gamma,mean_Slow,mean_Low_beta,mean_Relative_gamma,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp1_Slow,Fp1_Low_beta,Fp1_Relative_gamma,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,Fp2_Slow,Fp2_Low_beta,Fp2_Relative_gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F7_Slow,F7_Low_beta,F7_Relative_gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,F3_Slow,F3_Low_beta,F3_Relative_gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F4_Slow,F4_Low_beta,F4_Relative_gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,F8_Slow,F8_Low_beta,F8_Relative_gamma,T3_Delta,T3_Theta,T3_Alpha,T3_Beta,T3_Gamma,T3_Slow,T3_Low_beta,T3_Relative_gamma,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C3_Slow,C3_Low_beta,C3_Relative_gamma,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,C4_Slow,C4_Low_beta,C4_Relative_gamma,T4_Delta,T4_Theta,T4_Alpha,T4_Beta,T4_Gamma,T4_Slow,T4_Low_beta,T4_Relative_gamma,T5_Delta,T5_Theta,T5_Alpha,T5_Beta,T5_Gamma,T5_Slow,T5_Low_beta,T5_Relative_gamma,P3_Delta,P3_Theta,P3_Alpha,P3_Beta,P3_Gamma,P3_Slow,P3_Low_beta,P3_Relative_gamma,P4_Delta,P4_Theta,P4_Alpha,P4_Beta,P4_Gamma,P4_Slow,P4_Low_beta,P4_Relative_gamma,T6_Delta,T6_Theta,T6_Alpha,T6_Beta,T6_Gamma,T6_Slow,T6_Low_beta,T6_Relative_gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O1_Slow,O1_Low_beta,O1_Relative_gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,O2_Slow,O2_Low_beta,O2_Relative_gamma,alpha_frontal,alpha_temporal,alpha_asymmetry,beta_frontal,beta_temporal,beat_asymmetry,participant_id,label
-101.12616607663927,-112.10709967312926,-113.91202530905515,-118.74535226941002,-121.41772123167537,-113.42833737376034,-118.5421733703013,0.9341991945090898,-101.63095200610172,-112.43743121131239,-113.22245789637972,-119.04449494963646,-122.8945536361308,-113.39736863534692,-120.5669493453174,0.9227208633760665,-101.57585077922246,-113.58107890263874,-113.49001352964379,-119.69184304150083,-122.72261563068324,-113.67788142465345,-119.84805973542665,0.9262993690319585,-99.58309443759833,-112.46787439677921,-113.20187952532663,-119.07781949105814,-123.4007289258536,-113.53783764223164,-118.26087405023462,0.9200742866798772,-102.9831812040733,-111.46215808093798,-112.12277757227973,-115.9547206927379,-119.95394965567591,-112.00000082888135,-116.9262251041767,0.9336916470893528,-98.57306444322754,-110.4378519725861,-113.17058309586594,-119.84313373927577,-122.99635731351131,-112.17477633861344,-120.2911702596204,0.9120170612263401,-100.33626362051481,-112.76004046209351,-113.92004538317596,-119.37059731863734,-120.6228631039858,-113.55225573018203,-118.20061028540698,0.9413825273927682,-101.92378102058657,-112.72374745666394,-113.9051678856514,-121.16652181550819,-124.781147813287,-114.07192340243945,-122.16982884349844,0.9141759424518837,-105.55565168451024,-116.50911555362354,-117.63162833529935,-122.1861506522196,-124.18675737791145,-117.73712595011706,-122.29905785982994,0.9480650629425199,-99.24173905513746,-114.31480021526379,-116.00603922617697,-118.94660194308844,-119.00312772237378,-115.44365338737879,-117.63862717250265,0.9700892371224141,-101.68170248326882,-113.56936881381334,-113.43212716148885,-112.57201896107168,-111.24631462169772,-113.19924959764346,-109.09639314293881,1.0175550532400723,-101.18389498778893,-115.36141949121149,-113.85733078596957,-122.23040146375513,-126.05166788738227,-114.81556742173464,-121.8550288793056,0.9108611519866104,-104.20311212614855,-113.27533990502097,-114.19725022313067,-119.66183667661348,-123.05492466822662,-113.95001974685455,-120.16664958002814,0.9260094226548009,-101.59305325342758,-116.8092605882946,-116.14946855192812,-122.64514119475882,-124.2315160497195,-116.07747032444384,-122.41099298495988,0.9343641131932071,-103.29967285979428,-106.63648336523708,-113.12367682079005,-116.31724214987214,-119.58881351769077,-110.90323747328199,-115.99618039699655,0.9273713335810969,-97.67505314030237,-103.44955155899868,-112.21580858019487,-115.36005013058742,-118.80784967532698,-109.0878399348656,-114.69833798036863,0.9181871419521201,-96.97859012452545,-107.91807279559278,-112.94615037158083,-115.85706209023918,-119.14035210734924,-111.22719014149715,-116.24978830420947,0.9335811769406046,0.004650849543363199,-0.002080788038163538,0.0025700615051996614,0.016490451348271293,-0.03676972922771692,-0.02027927787944563,5,0
-99.92312699434282,-111.84981586650292,-115.60521671613171,-119.54251423240574,-121.13340007402634,-114.34083192703913,-118.57089324780321,0.9439248948445583,-102.964984857541,-112.26714180023957,-115.42307342710873,-120.33068836925897,-122.14370204307383,-114.0938490886513,-119.05204608992764,0.934095227017241,-104.17444056827544,-114.14529392283463,-116.63025192036393,-121.67388097203714,-122.95659740070347,-115.454534899073,-119.68268148590627,0.9389860921640342,-101.09359801060678,-112.34721785976899,-115.31352474356949,-120.99439428555445,-122.54796946493383,-114.33974003534053,-119.4802600721693,0.9330202738941177,-100.36133191249263,-108.58080141772824,-113.52059319856131,-116.8434831904487,-119.26889181827566,-112.15129102971734,-116.88458902081906,0.9403230743570329,-98.70787832833265,-110.22577877089789,-114.84225016897231,-120.77365982525646,-122.29395999175284,-113.1362930540049,-117.95939045948762,0.925117586033149,-101.8482044435717,-112.82420314561541,-117.84471730955481,-120.79523386620012,-121.41614312221947,-115.98435817675812,-119.44425470075088,0.9552630745320775,-100.61249031030769,-111.54633351984471,-115.80832461456893,-121.86393520259143,-124.96771948828494,-114.29274020563008,-121.36396192306206,0.9145781060391713,-107.00385222970742,-116.42174417866507,-116.34633629732969,-122.88799185491813,-124.28796984774702,-116.7755483763918,-121.65645661737791,0.9395563264847117,-99.52012812912935,-113.66234869197372,-117.00818071257717,-119.64577499899622,-118.64078265109177,-115.90693399696644,-120.06680528853022,0.9769569233021225,-103.67328729224049,-114.29582575753562,-114.24115233190057,-111.83928506853503,-111.89723532971904,-114.08451085197268,-110.61798425095012,1.0195471810881527,-102.93501393502058,-114.65109142222218,-118.58150500169059,-123.30059464953386,-124.68435805681226,-116.87241395791109,-122.84486550868812,0.9373462379672223,-96.40406752805123,-109.83660093815804,-115.34015760767235,-119.98541876533436,-123.12544214830262,-113.82097360414963,-118.37331883367818,0.9244309837040349,-103.16193504362411,-119.96736100400933,-120.66322539357458,-124.35853445332995,-123.54665013349185,-121.00770728135596,-124.28086447769033,0.9794495208943944,-100.96402510873656,-108.41643468373535,-113.38464598453359,-116.76362879487203,-119.39321938015479,-111.71831311087698,-116.26293007013818,0.9357174024695617,-76.01917379410992,-101.21531751004386,-111.20334590888396,-114.52341496822551,-118.05950878740487,-107.80450099545,-113.8951408264471,0.9131369603576657,-99.32562041773755,-109.19355924077412,-113.53218283724539,-116.10030845339945,-118.9042515204526,-112.00960216837657,-115.26874233922851,0.9420151149861106,0.005787530716123929,-0.006812327084895018,-0.0010247963687710889,0.016539954082976253,-0.04289478819515832,-0.02635483411218207,5,0
-98.28256920704692,-110.35444737464212,-115.67463125553711,-118.50328918964065,-121.28298224048419,-113.80422080657516,-117.27329427377083,0.9383362670033965,-103.89549666736737,-108.42875170644767,-117.32237222461413,-118.84272914628816,-122.2465437158945,-113.87437441897629,-118.37389553227709,0.9315140613187769,-103.46877406443453,-110.00381407740922,-117.59230417154916,-119.76684294147805,-123.41372829823534,-114.72512697410525,-119.20104666851265,0.9295977729225257,-102.79407911027369,-110.8680069934946,-117.35293708949405,-119.36625486826117,-123.01183960865676,-115.11712084603869,-117.99001193686446,0.9358214722441848,-101.62256015753533,-107.08617077100514,-114.69404603135185,-115.55048580961254,-119.56931218799546,-111.90315319984906,-113.69101856474285,0.9358852296808974,-100.37209009383551,-111.83779239481957,-114.83659036124263,-119.42581151743241,-122.05043496243056,-114.18117760194413,-118.47877721003854,0.9355245447268685,-100.27098061862009,-113.6258141021948,-117.35129690232336,-119.49132706733606,-121.3936346878914,-116.03955879965108,-118.4585671806044,0.955894920668568,-94.13319739309455,-108.39844381232814,-115.26460636487589,-119.55405453417033,-125.64301483765043,-113.01030250751523,-117.2661532232257,0.8994555141289904,-107.55523935726234,-117.25874252040963,-117.36765164860753,-122.34791220429051,-124.64870486176792,-117.81073085059691,-121.35862208881663,0.9451420372257044,-100.66339188717836,-117.50239008640166,-115.98142874220656,-118.87965832959758,-118.94932199961724,-116.70841940124183,-118.19827941892977,0.9811608627884182,-102.58323468138889,-114.13942180902427,-113.63026252355931,-111.65024486096992,-111.22036620047918,-113.60491558456938,-111.66064168578544,1.0214398627297447,-103.43653330161685,-113.57460536471281,-117.93770540440089,-122.73233164907397,-124.31512821627095,-116.27729684797217,-121.40241372865462,0.9353430955376938,-100.7788537705797,-112.00233921806857,-115.33580527467025,-119.50592287427065,-124.07864801211151,-114.244294223071,-116.99712020807708,0.9207409659389537,-105.08612425687637,-118.50239162469491,-120.60595166882939,-123.3753313972665,-123.59619603432917,-119.76552479577423,-123.34558848799901,0.9690065603840189,-89.22777486821887,-102.29984185281847,-113.57507517267722,-115.87919691210287,-119.27300347913956,-109.72557944517524,-114.39879203881313,0.9199531850840486,-76.32655248818213,-97.49180555793968,-110.08486746890759,-114.58999915665316,-118.42516819776554,-105.51575256688672,-112.94609898324757,0.8909909453595152,-80.30622459628631,-102.65082610250482,-111.86119903928417,-115.09452376544645,-118.69267054751094,-108.36420484183559,-112.60568142374451,0.9129814363597033,0.0006210252893952298,-0.00714015062571441,-0.00651912533631918,0.01649241115765012,-0.034185392286725555,-0.017692981129075434,5,0
-103.16369334151757,-112.89889703239605,-112.66646730107516,-118.42208004004735,-121.52262168717516,-113.20876589977607,-117.62646210133448,0.9315859411854962,-107.32635141994237,-112.5719409915447,-112.03333528658041,-118.73244281199035,-122.91163741267385,-112.74184417656039,-118.57328464681603,0.9172593136810264,-107.75322859370928,-112.47239275362035,-111.96050532140907,-119.2015277314567,-124.1263924503178,-112.69335420740477,-119.3906397616257,0.9078919638505634,-104.14651196071051,-112.04070340732801,-112.82671611800379,-119.18088747402132,-123.21439620169842,-113.12592795556742,-118.45709746297821,0.9181226499733321,-101.47690307053443,-111.71915635497298,-112.55605219995617,-115.50404346740164,-119.29067952698546,-112.44499458184276,-114.99782995677708,0.9426134131158663,-101.36578313822308,-109.65488392326897,-109.99236687994456,-119.07677358937359,-123.04184518165874,-110.3581875292696,-119.55745984097399,0.8969159017920854,-103.77919611755524,-114.29923442377772,-111.11708900358411,-119.05561688116934,-122.05944566238931,-113.04021084226775,-118.79949085618694,0.9261078503906339,-101.65085429549636,-112.96495525944972,-112.18654949112698,-119.74129936998676,-126.12674665325093,-113.17322339967373,-119.54070902071571,0.897297570917379,-109.71015410303613,-118.813193720107,-114.45863954564399,-121.51208292465034,-124.86475252083932,-117.08354799296649,-120.68902904161256,0.9376829379726341,-103.9088332655658,-118.4320241327839,-114.69571432410662,-118.61144884519503,-118.52227318148026,-117.03182884213253,-118.57415729881916,0.9874247742695116,-106.86629070961223,-114.4083956010907,-113.08289036325388,-111.59338865408272,-111.59068989593419,-113.9434541703065,-109.7128419207647,1.0210838760524414,-105.47927902164787,-115.65681982537738,-112.95840714579339,-120.98616925757096,-123.86034579171047,-114.84037989967295,-119.42402434679546,0.9271763223783831,-105.39338325910566,-114.48490144107434,-116.45545803609767,-121.33888890799939,-124.29623545606549,-115.7479850786188,-119.36524258086448,0.931226795839137,-109.02168741613269,-119.00063470343609,-115.15352784004949,-122.78333631851092,-123.58002030740448,-116.96905704409454,-122.08385736779607,0.946504594781056,-102.60817120433401,-112.37002146529903,-113.26354272417574,-116.62068311790118,-119.17874360558174,-112.77993910593993,-115.30646787407211,0.9463091797576046,-91.31530000570876,-106.68516034990138,-111.32020810892186,-115.25984720961904,-118.72191730907576,-109.52027082890913,-113.69009471359536,0.9224941216522687,-88.81716588296683,-100.80793416530453,-108.60247442855531,-115.55484407982824,-118.97582583773644,-105.84604874119003,-113.86116693095833,0.8896433203627998,-0.01151967437293358,0.003978972348430011,-0.007540702024503569,0.015230274013016338,-0.035221309806578976,-0.019991035793562636,5,0
-99.1715153304641,-110.18276120489394,-114.28239845445856,-118.54507486606342,-121.98625436465885,-112.78054794680797,-116.96802032232091,0.9245348874281207,-103.81560108445157,-111.34535290988926,-114.6115443221506,-118.72916264901926,-124.00998571209438,-113.34082623080113,-118.61912875458279,0.9139653196472168,-105.24715287933876,-112.96965715852053,-116.00701415770173,-119.1942249951811,-123.74504879091077,-114.56110076350632,-116.79609360054424,0.9257833091736675,-105.50018807955102,-113.07770555920469,-114.49063947670646,-119.84024078082611,-123.39158911912601,-113.70450352160043,-118.55647778739319,0.9214931449811107,-104.98473390938904,-108.68259829971907,-113.59998059295128,-116.66106183390082,-120.3479315915742,-112.20817445333104,-116.60029639621372,0.9323647940550643,-101.7895631466044,-109.76749714481672,-114.13518008235289,-119.30043487105505,-123.68852239155073,-112.30894568933347,-115.11777180500178,0.9079981191286782,-104.56150375370697,-113.6873358045155,-117.25665040939217,-120.01291342372777,-122.04553234477883,-115.72935495086894,-117.95144374889236,0.9482473690551271,-97.76129095218913,-105.43747502227603,-113.43111830167032,-118.82064826040863,-126.10224842843158,-110.6165225264805,-116.12446775759854,0.8771970674992373,-103.4572851441049,-117.48230835727516,-117.53341627287456,-122.26029370888273,-125.12401508095917,-117.08681115493125,-119.53330238070122,0.9357660963738449,-102.75217342401656,-119.1158588413768,-116.78588114497616,-119.29193168297417,-119.97561573666104,-117.86180904156211,-118.36143656741544,0.9823813640620224,-104.07766342220003,-115.06206581605515,-114.27114795371709,-112.14491765826394,-112.42884011610948,-114.59660564261632,-112.35703201365206,1.019281222898574,-106.27922009931237,-116.00048047383139,-115.52892458481438,-120.56087872693375,-124.27279924064928,-115.75870911510593,-119.27524432075874,0.9314887072829497,-95.23730104122464,-105.45406471729349,-115.65718722640268,-120.44499379539373,-125.26296908507886,-112.35539983281566,-119.12878413113032,0.8969562246006132,-107.2546674144029,-119.39226696812102,-120.35767660842599,-124.09958418623121,-124.92227556341278,-120.14577433604174,-123.62159194944292,0.9617642153424718,-92.56640310566098,-107.87622040511907,-112.74232620884098,-116.87331513355286,-119.58177116733837,-110.55778816557284,-116.2883532959554,0.924537135437326,-75.71898149991966,-91.06231286668277,-107.10338698635036,-114.09283403976949,-118.64400585769675,-101.18911384642554,-110.38139414579945,0.8528801191001014,-75.74051633135277,-96.51097893360622,-105.0063009420094,-114.39376211089395,-118.23691960816934,-102.46732787793437,-112.77550650205228,0.8666271771753312,0.0023500959966593488,0.003689158065315879,0.006039254061975228,0.011185608982869258,-0.02890357519568675,-0.01771796621281749,5,0
-99.88552705896328,-110.52335198524862,-114.43409504788877,-119.20355713527726,-123.20003682043972,-113.07662988648103,-116.7994439232198,0.9178295137304768,-103.9452898172207,-111.55162253431445,-115.24915777823861,-119.06107464438007,-124.17020897935443,-114.00919293184799,-117.22596623275611,0.9181686482528519,-104.69424256768013,-112.65183453353204,-115.12200079401379,-120.98631631361329,-124.61960289259085,-114.4019793036981,-119.88593190144647,0.9180094996956516,-102.34520677517216,-112.02070621569429,-115.54523944805878,-120.45671097210578,-124.531808834661,-114.27565969838922,-115.9577549939066,0.9176423338563345,-102.75386297366926,-110.87164067949324,-112.9997216022119,-116.1738764433792,-120.60781648237683,-112.07590593414335,-114.51831591759085,0.9292590580190119,-102.65595313790496,-110.11527940280537,-116.17406389363349,-119.31627016994348,-123.91602288056683,-113.86958655505512,-116.91964689173112,0.9189254457012819,-104.84681784253944,-113.00079790168822,-116.66961356421531,-120.03121339013984,-124.40429817595178,-115.4265405902337,-119.86651636772493,0.9278340240863676,-101.8388487423734,-112.08204175835749,-115.30579508854468,-120.80682425843213,-127.0573688946997,-114.20038667688874,-117.194174868148,0.8988096296211963,-108.84065243173433,-115.58265154884809,-114.54343058162004,-122.06341913723455,-125.41276008782097,-115.21789453498337,-117.43891196634183,0.9187095033575644,-102.83188142700944,-115.48560879432351,-117.4759626321681,-120.78633548940176,-123.16416086786627,-116.72706487193055,-117.57160227915955,0.9477356403796587,-106.04605315777147,-112.05428432670074,-114.25096130778064,-116.70119276957351,-118.04889967609726,-113.76752338468465,-117.13254198370899,0.9637321796038772,-103.59755208537564,-113.58761178849026,-114.30222965327032,-121.99936421967152,-126.16468533861358,-114.20424616536495,-116.47492016238249,0.9051997859690453,-94.63035683114937,-109.3928127348304,-114.78788828959509,-120.65092857546279,-125.98377867731996,-113.15999767998454,-120.69428146331018,0.898210855937408,-105.20335025879513,-117.65068282670302,-118.10338907117033,-123.60357556704385,-125.21032980949386,-117.79928469692274,-120.05804461135426,0.9408112323971437,-91.88705741141112,-102.70200220528857,-112.32018232390534,-115.82568792295419,-120.47535069899473,-108.47426118491533,-113.47237883174654,0.9003855191584884,-77.13912760164018,-99.56572493263438,-107.75459769937589,-113.13568234758776,-117.6927865090052,-104.6353312219041,-110.40266064802984,0.889054752849258,-84.91217988196591,-100.05832958027388,-110.34128703841799,-115.65844194351243,-119.74071032162209,-106.98122275274977,-113.9774536521791,0.89344068918081,0.013851245178646875,-0.0045950892377259935,0.009256155940920881,0.0133440560964282,-0.01728628591250672,-0.003942229816078521,5,0
-101.0469831228512,-111.44122417927211,-112.02313268059298,-117.34057203501784,-122.17092900841295,-112.22403006947481,-115.67074329900663,0.9185821126214635,-100.77759958760583,-112.49061746977115,-111.44759297614728,-117.06682166260617,-122.98746717403563,-112.2380644757727,-115.80426728521212,0.9125975764420631,-100.68537711217036,-111.9445359660732,-112.45935470614361,-118.35352229030512,-123.52333075824825,-112.43843827081379,-117.84688398311968,0.9102607384419622,-103.05716026200318,-112.39805145054031,-111.82465912072283,-117.84138552062383,-123.36050168726881,-112.53123515405488,-116.99189866294998,0.9122144739596861,-104.12417963230007,-110.64184896555662,-112.37911044452599,-116.36988816596484,-120.43658909011349,-111.81502276732141,-115.78830788044559,0.9284140609765923,-103.21576246685967,-111.1644442558392,-112.56341608646235,-117.96798819795492,-123.1755543184108,-112.12734479360405,-117.60649095408654,0.9103051771437785,-100.27312001455736,-113.35485466652676,-113.65551221881839,-118.18704021432335,-121.31144853223388,-113.55286045563444,-118.26163296305985,0.9360440570904741,-105.45255506890253,-113.11602615685571,-113.72447980584373,-118.29919490578128,-126.33803868821362,-113.86735522810793,-116.4265075634903,0.9012911424809928,-110.52210790809735,-116.98293311626963,-114.08232292254229,-119.66409787146567,-125.33988191369775,-115.69800512872105,-118.72274733100772,0.9230741513573822,-103.81786516528024,-117.1523706571927,-115.59341908381006,-118.17232692280965,-120.66101912138176,-116.66373054328609,-115.31817773616123,0.966871748579593,-103.81944909312546,-115.07849267932959,-112.27496844130087,-112.2991067495303,-112.61212304787753,-113.99464736179682,-113.2669660554536,1.012276869279265,-103.29187720193566,-111.93859750791982,-112.86412376226244,-117.99574759149674,-125.27214851961084,-112.83604212511584,-115.63600608564977,0.900727284225127,-101.94069119923424,-111.03659634873587,-116.43093723523671,-120.35797159895299,-125.94584461110978,-114.48320207220166,-117.2204409673088,0.908987528931169,-107.69165916930878,-118.03964631001536,-114.11767315743295,-120.89890526418701,-125.38346040044696,-116.25090028357383,-116.92917844934789,0.9271629600291317,-99.32608387069388,-111.9186077153607,-110.3956309098599,-117.5631441826712,-120.77211011363397,-111.39634001932819,-116.03876814789011,0.9223680857651311,-81.0326711620142,-96.74277276165809,-102.58848930009836,-111.01852811172927,-118.00297195805972,-101.95776120532285,-106.98222855155221,0.8640270623146711,-87.72357105153023,-99.05919084070906,-105.96843271827967,-115.39348330988318,-119.61237420026431,-103.73353122694104,-111.89139016737046,0.8672474894049199,0.0008193454780591337,-0.006413782758255789,-0.005594437280196655,0.006819640327832809,-0.026019654581930337,-0.01920001425409753,5,0
-93.42600246687732,-102.38139396937576,-107.47900474937727,-115.48313939345971,-118.27382108626419,-106.38409840413806,-113.45211309352152,0.8994729131693966,-103.76505931143296,-114.08187435236216,-113.66893161639294,-119.55055862079611,-123.04723836913338,-113.8610212960204,-119.93673784015103,0.9253439801261125,-105.61213887723866,-112.66699108224721,-112.95151641993445,-119.88172493652316,-121.54869552716711,-113.21065564228236,-119.96922727770871,0.9314016506000171,-103.63331961465501,-112.44185868404857,-112.89785724867673,-117.20692959362401,-117.29578894975803,-113.03877278708856,-117.2674361169982,0.963706999195914,-73.35287930489537,-81.32444993360556,-97.20545800355521,-110.3440666309802,-117.38087879681592,-92.34009493718035,-104.53460302551443,0.7866706731427638,-100.24708540876256,-109.87929735556129,-111.83955074718975,-118.23638820261374,-116.99810701296988,-111.80588045521779,-119.23817387353122,0.9556212772128313,-103.12276511886256,-112.7846733105273,-112.71242331736272,-112.84230521931549,-111.28321298104653,-112.94950862562133,-112.01659923990377,1.0149734681443696,-90.48628305035675,-94.84758136146003,-106.54774625479794,-116.9169340906078,-123.14138430077121,-103.59442623931776,-113.29641571428614,0.8412641032708366,-108.2454090538905,-115.99280004137138,-114.7115937164567,-122.18591995933599,-125.14185705589335,-115.92891483131363,-122.73337926173252,0.9263800103232858,-103.17108707807432,-113.49654697435635,-115.72130360824153,-117.24743065552805,-114.62161410687112,-115.40943297450414,-115.63415834228616,1.0068732138678353,-103.43972674400857,-113.97486688169558,-111.88201199120577,-110.2272783687065,-108.40806546545082,-113.17135064190796,-109.71278263158773,1.043938475942781,-103.51698740796002,-113.89879990727023,-109.67759101202928,-120.2606364498642,-123.81634008464609,-112.17958758421906,-121.19449108242651,0.9060160194327207,-84.36251205699759,-90.95853579905027,-105.07904158859712,-116.60196530622149,-123.92041917905226,-101.16629895153338,-111.93674768014618,0.8163811873921963,-106.51521472768044,-116.76139298738845,-112.81734365327563,-122.73546406825803,-122.44345554325663,-115.10439182451735,-121.73300862916402,0.9400616089591938,-74.78624436193208,-81.93862974668072,-96.26270524280142,-109.82379275295887,-117.07360875712422,-92.14500330380434,-103.62735477093294,0.7870689584273799,-62.145428158467496,-75.56047389362443,-92.22469226443685,-105.95467822578979,-111.28958540660307,-87.61190558862404,-101.58091952862279,0.7872426271382787,-68.41389919482218,-77.49353119876268,-93.4643093050822,-107.71415721423178,-114.97088584366745,-88.62832878305636,-100.8217744813522,0.7708762799616019,0.0700045068336624,0.024420966168905343,0.09442547300256773,0.03452754338676567,-0.029451138769822468,0.005076404616943201,5,0
-101.51009426526365,-110.64263521068649,-115.07035961994097,-119.28966683297114,-121.7367866477284,-113.45827267551745,-118.4104105370649,0.9319966117048365,-102.4412299512331,-112.0655597144251,-116.21192022486343,-120.96183385120173,-122.73661105719566,-114.5458314740319,-119.81488093506522,0.933265392350235,-104.10880244393661,-113.28539899982746,-117.50361612717451,-121.58058296920939,-122.86934920112654,-115.6510271887716,-121.32938490815424,0.9412520530198367,-103.06980736045185,-111.98451775083326,-115.95334842676056,-119.97536708669627,-121.84943791553827,-114.12936701787193,-119.14911580342718,0.9366425399268757,-101.16238566755096,-106.59700849727858,-113.97974695895122,-116.70844943516052,-120.9416876598404,-111.75675650683091,-117.50675499925791,0.9240548785887381,-102.61394182748431,-112.99367202689284,-115.74738914002613,-118.71899956261099,-120.92580507524369,-114.95383704023058,-117.13860489518285,0.9506146100801465,-105.81348550909202,-112.19488143979937,-116.4483097829199,-118.83615777180006,-117.86836725269069,-114.61874866442213,-120.30259659301495,0.9724301043272967,-97.45723640105788,-107.55360150656361,-113.18856430493119,-121.83840914659683,-126.79310744863167,-111.37969410685791,-120.1086159330034,0.8784365045393475,-114.32877096272122,-117.51515645834603,-118.41586224068723,-123.98077436291317,-125.55743403319887,-118.25438672728498,-121.61919079080492,0.941835006727018,-103.82395204756527,-115.68284338970926,-117.62468070339499,-118.19887112981233,-118.84357727428421,-116.53324557330431,-118.49647358907575,0.9805598943252289,-106.81937385700968,-112.73376737428693,-111.08158626992828,-110.43374192748067,-110.1129826799311,-111.7832760450292,-111.10868715608983,1.0151689049233477,-105.25515681311225,-113.18212063577062,-116.89920198028399,-123.1971901740381,-125.22656390691743,-115.12924943762735,-120.31024544761152,0.9193676313214538,-100.99874570807219,-110.89029616912718,-118.33318668416867,-122.78974272847536,-127.49983143194537,-115.71641575536006,-121.45899859642273,0.9075809313295065,-112.27967310892296,-115.92423207392422,-120.57170577080038,-124.20209389795576,-125.71586829390304,-119.08516847014329,-124.05196264929404,0.9472564608291273,-97.40802698500195,-105.45388403207373,-112.49000876356419,-117.43547710583141,-121.22548570791913,-110.22572512213775,-116.54479248110448,0.9092619796774069,-77.90665897217156,-99.30068418021129,-104.96885180642751,-114.16745761130286,-119.14215922375857,-103.1156244724001,-111.84667166324056,0.8654839323395227,-88.67426062883456,-102.92453912191466,-111.70777473417353,-115.60952056645249,-120.48031820152957,-108.45400920597541,-113.77959215228883,0.9001803018528094,0.007694529305903681,-0.009394821511477155,-0.001700292205573474,0.008539998780981155,-0.04910045033973498,-0.040560451558753825,5,0
